facility_id,period,condition_id,manual_cases,anamnesis_indicated_cases,estimated_total_cases,confidence_level
PKM-025,2025-07-01,K16,1,0.0,1.0,high
PKM-025,2025-08-01,K01,1,0.894,1.894,high
PKM-025,2025-08-01,K02,1,0.0,1.0,high
PKM-025,2025-08-01,K04,1,0.0,1.0,high
PKM-025,2025-08-01,K05,1,0.823,1.823,high
PKM-025,2025-08-01,K12,1,0.0,1.0,high
PKM-025,2025-08-01,K14,1,0.0,1.0,high
PKM-025,2025-08-01,K16,1,0.0,1.0,high
PKM-025,2025-09-01,K02,3,0.0,3.0,high
PKM-025,2025-09-01,K05,1,0.0,1.0,high
PKM-025,2025-09-01,K06,1,0.0,1.0,high
PKM-025,2025-09-01,K10,1,0.0,1.0,high
PKM-025,2025-09-01,K11,1,0.0,1.0,high
PKM-025,2025-09-01,K12,1,0.0,1.0,high
PKM-025,2025-09-01,K14,1,0.0,1.0,high
PKM-025,2025-09-01,K16,1,0.0,1.0,high
PKM-025,2025-10-01,K01,0,0.424,0.424,high
PKM-025,2025-10-01,K02,3,0.956,3.956,high
PKM-025,2025-10-01,K03,1,0.322,1.322,high
PKM-025,2025-10-01,K04,2,0.0,2.0,high
PKM-025,2025-10-01,K06,1,0.0,1.0,high
PKM-025,2025-10-01,K11,2,0.324,2.324,high
PKM-025,2025-10-01,K12,1,0.0,1.0,high
PKM-025,2025-10-01,K13,0,0.515,0.515,high
PKM-025,2025-10-01,K14,2,0.0,2.0,high
PKM-025,2025-10-01,K15,1,0.0,1.0,high
PKM-025,2025-11-01,K01,0,0.99,0.99,high
PKM-025,2025-11-01,K02,0,0.966,0.966,high
PKM-025,2025-11-01,K05,1,0.0,1.0,high
PKM-025,2025-11-01,K11,1,0.0,1.0,high
PKM-025,2025-11-01,K14,0,0.627,0.627,high
PKM-025,2025-11-01,K16,1,0.0,1.0,high
PKM-025,2025-12-01,K02,2,0.0,2.0,high
PKM-025,2025-12-01,K06,1,0.0,1.0,high
PKM-025,2025-12-01,K13,2,0.0,2.0,high
PKM-025,2025-12-01,K14,3,0.0,3.0,high
PKM-025,2025-12-01,K15,1,0.0,1.0,high
PKM-026,2023-01-01,K01,2,0.0,2.0,high
PKM-026,2023-01-01,K02,3,0.0,3.0,high
PKM-026,2023-01-01,K03,1,0.0,1.0,high
PKM-026,2023-01-01,K09,1,0.0,1.0,high
PKM-026,2023-01-01,K11,4,0.0,4.0,high
PKM-026,2023-01-01,K12,1,0.0,1.0,high
PKM-026,2023-01-01,K14,1,0.0,1.0,high
PKM-026,2023-01-01,K15,1,0.0,1.0,high
PKM-026,2023-01-01,K16,1,0.0,1.0,high
PKM-026,2023-02-01,K01,1,0.0,1.0,high
PKM-026,2023-02-01,K02,2,0.0,2.0,high
PKM-026,2023-02-01,K05,2,0.0,2.0,high
PKM-026,2023-02-01,K06,2,0.0,2.0,high
PKM-026,2023-02-01,K07,1,0.0,1.0,high
PKM-026,2023-02-01,K11,2,0.0,2.0,high
PKM-026,2023-02-01,K12,1,0.0,1.0,high
PKM-026,2023-02-01,K13,1,0.0,1.0,high
PKM-026,2023-02-01,K14,1,0.0,1.0,high
PKM-026,2023-03-01,K01,1,0.0,1.0,high
PKM-026,2023-03-01,K02,1,0.0,1.0,high
PKM-026,2023-03-01,K03,2,0.0,2.0,high
PKM-026,2023-03-01,K04,2,0.0,2.0,high
PKM-026,2023-03-01,K05,1,0.0,1.0,high
PKM-026,2023-03-01,K11,2,0.0,2.0,high
PKM-026,2023-03-01,K14,2,0.0,2.0,high
PKM-026,2023-03-01,K15,2,0.0,2.0,high
PKM-026,2023-03-01,K16,2,0.0,2.0,high
PKM-026,2023-04-01,K01,1,0.0,1.0,high
PKM-026,2023-04-01,K02,2,0.0,2.0,high
PKM-026,2023-04-01,K05,1,0.0,1.0,high
PKM-026,2023-04-01,K11,1,0.0,1.0,high
PKM-026,2023-04-01,K12,1,0.0,1.0,high
PKM-026,2023-04-01,K13,2,0.0,2.0,high
PKM-026,2023-04-01,K14,1,0.0,1.0,high
PKM-026,2023-04-01,K15,1,0.0,1.0,high
PKM-026,2023-05-01,K04,1,0.0,1.0,high
PKM-026,2023-05-01,K11,1,0.0,1.0,high
PKM-026,2023-05-01,K12,1,0.0,1.0,high
PKM-026,2023-05-01,K13,1,0.0,1.0,high
PKM-026,2023-05-01,K14,1,0.0,1.0,high
PKM-026,2023-05-01,K16,1,0.0,1.0,high
PKM-026,2023-06-01,K02,2,0.0,2.0,high
PKM-026,2023-06-01,K06,1,0.0,1.0,high
PKM-026,2023-06-01,K07,1,0.0,1.0,high
PKM-026,2023-06-01,K13,1,0.0,1.0,high
PKM-026,2023-06-01,K14,1,0.0,1.0,high
PKM-026,2023-06-01,K15,1,0.0,1.0,high
PKM-026,2023-07-01,K02,4,0.0,4.0,high
PKM-026,2023-07-01,K13,4,0.0,4.0,high
PKM-026,2023-08-01,K02,3,0.0,3.0,high
PKM-026,2023-08-01,K06,2,0.0,2.0,high
PKM-026,2023-08-01,K13,1,0.0,1.0,high
PKM-026,2023-08-01,K16,1,0.0,1.0,high
PKM-026,2023-09-01,K01,1,0.0,1.0,high
PKM-026,2023-09-01,K12,1,0.0,1.0,high
PKM-026,2023-10-01,K01,1,0.0,1.0,high
PKM-026,2023-10-01,K02,5,0.0,5.0,high
PKM-026,2023-10-01,K05,2,0.0,2.0,high
PKM-026,2023-10-01,K06,1,0.0,1.0,high
PKM-026,2023-10-01,K11,2,0.0,2.0,high
PKM-026,2023-10-01,K13,1,0.0,1.0,high
PKM-026,2023-11-01,K01,1,0.0,1.0,high
PKM-026,2023-11-01,K02,1,0.0,1.0,high
PKM-026,2023-11-01,K03,1,0.0,1.0,high
PKM-026,2023-11-01,K05,2,0.0,2.0,high
PKM-026,2023-11-01,K06,1,0.0,1.0,high
PKM-026,2023-11-01,K07,1,0.0,1.0,high
PKM-026,2023-11-01,K10,1,0.0,1.0,high
PKM-026,2023-11-01,K12,1,0.0,1.0,high
PKM-026,2023-11-01,K14,2,0.0,2.0,high
PKM-026,2023-12-01,K01,1,0.0,1.0,high
PKM-026,2023-12-01,K11,2,0.0,2.0,high
PKM-026,2023-12-01,K13,2,0.0,2.0,high
PKM-026,2024-01-01,K01,1,0.0,1.0,high
PKM-026,2024-01-01,K02,1,0.0,1.0,high
PKM-026,2024-01-01,K03,1,0.0,1.0,high
PKM-026,2024-01-01,K04,1,0.0,1.0,high
PKM-026,2024-01-01,K05,1,0.0,1.0,high
PKM-026,2024-01-01,K12,2,0.0,2.0,high
PKM-026,2024-01-01,K13,1,0.0,1.0,high
PKM-026,2024-01-01,K15,1,0.0,1.0,high
PKM-026,2024-01-01,K16,1,0.0,1.0,high
PKM-026,2024-02-01,K01,1,0.0,1.0,high
PKM-026,2024-02-01,K02,2,0.0,2.0,high
PKM-026,2024-02-01,K06,1,0.0,1.0,high
PKM-026,2024-02-01,K07,1,0.0,1.0,high
PKM-026,2024-02-01,K11,1,0.0,1.0,high
PKM-026,2024-02-01,K13,2,0.0,2.0,high
PKM-026,2024-02-01,K16,1,0.0,1.0,high
PKM-026,2024-03-01,K01,4,0.0,4.0,high
PKM-026,2024-03-01,K02,1,0.0,1.0,high
PKM-026,2024-03-01,K03,1,0.0,1.0,high
PKM-026,2024-03-01,K04,1,0.0,1.0,high
PKM-026,2024-03-01,K05,1,0.0,1.0,high
PKM-026,2024-03-01,K06,1,0.0,1.0,high
PKM-026,2024-03-01,K11,1,0.0,1.0,high
PKM-026,2024-03-01,K13,3,0.0,3.0,high
PKM-026,2024-03-01,K16,1,0.0,1.0,high
PKM-026,2024-04-01,K01,1,0.0,1.0,high
PKM-026,2024-04-01,K02,1,0.0,1.0,high
PKM-026,2024-04-01,K04,2,0.0,2.0,high
PKM-026,2024-04-01,K06,1,0.0,1.0,high
PKM-026,2024-04-01,K11,1,0.0,1.0,high
PKM-026,2024-04-01,K12,1,0.0,1.0,high
PKM-026,2024-04-01,K13,1,0.0,1.0,high
PKM-026,2024-04-01,K14,1,0.0,1.0,high
PKM-026,2024-05-01,K02,2,0.0,2.0,high
PKM-026,2024-05-01,K03,2,0.0,2.0,high
PKM-026,2024-05-01,K04,1,0.0,1.0,high
PKM-026,2024-05-01,K06,1,0.0,1.0,high
PKM-026,2024-05-01,K07,1,0.0,1.0,high
PKM-026,2024-05-01,K11,1,0.0,1.0,high
PKM-026,2024-05-01,K13,2,0.0,2.0,high
PKM-026,2024-05-01,K14,1,0.0,1.0,high
PKM-026,2024-05-01,K15,2,0.0,2.0,high
PKM-026,2024-06-01,K02,1,0.0,1.0,high
PKM-026,2024-06-01,K05,2,0.0,2.0,high
PKM-026,2024-06-01,K07,1,0.0,1.0,high
PKM-026,2024-06-01,K12,1,0.0,1.0,high
PKM-026,2024-06-01,K13,1,0.0,1.0,high
PKM-026,2024-07-01,K03,2,0.0,2.0,high
PKM-026,2024-07-01,K05,1,0.0,1.0,high
PKM-026,2024-07-01,K11,2,0.0,2.0,high
PKM-026,2024-07-01,K13,1,0.0,1.0,high
PKM-026,2024-07-01,K15,1,0.0,1.0,high
PKM-026,2024-08-01,K02,1,0.0,1.0,high
PKM-026,2024-08-01,K03,2,0.0,2.0,high
PKM-026,2024-08-01,K04,1,0.0,1.0,high
PKM-026,2024-08-01,K08,1,0.0,1.0,high
PKM-026,2024-08-01,K11,1,0.0,1.0,high
PKM-026,2024-08-01,K14,2,0.0,2.0,high
PKM-026,2024-08-01,K15,1,0.0,1.0,high
PKM-026,2024-09-01,K02,1,0.0,1.0,high
PKM-026,2024-09-01,K10,1,0.0,1.0,high
PKM-026,2024-09-01,K11,1,0.0,1.0,high
PKM-026,2024-09-01,K12,2,0.0,2.0,high
PKM-026,2024-10-01,K05,1,0.0,1.0,high
PKM-026,2024-10-01,K11,1,0.0,1.0,high
PKM-026,2024-10-01,K13,1,0.0,1.0,high
PKM-026,2024-10-01,K14,1,0.0,1.0,high
PKM-026,2024-10-01,K16,1,0.0,1.0,high
PKM-026,2024-11-01,K01,1,0.0,1.0,high
PKM-026,2024-11-01,K02,4,0.0,4.0,high
PKM-026,2024-11-01,K03,1,0.0,1.0,high
PKM-026,2024-11-01,K15,3,0.0,3.0,high
PKM-026,2024-12-01,K01,1,0.0,1.0,high
PKM-026,2024-12-01,K02,2,0.0,2.0,high
PKM-026,2024-12-01,K04,1,0.0,1.0,high
PKM-026,2024-12-01,K06,1,0.0,1.0,high
PKM-026,2024-12-01,K13,1,0.0,1.0,high
PKM-026,2024-12-01,K14,1,0.0,1.0,high
PKM-026,2024-12-01,K16,2,0.0,2.0,high
PKM-026,2025-01-01,K01,1,0.0,1.0,high
PKM-026,2025-01-01,K02,3,1.931,4.931,high
PKM-026,2025-01-01,K05,3,0.0,3.0,high
PKM-026,2025-01-01,K06,1,0.0,1.0,high
PKM-026,2025-01-01,K13,1,0.0,1.0,high
PKM-026,2025-01-01,K15,1,0.0,1.0,high
PKM-026,2025-02-01,K01,1,0.724,1.724,high
PKM-026,2025-02-01,K06,1,0.0,1.0,high
PKM-026,2025-02-01,K11,0,0.324,0.324,high
PKM-026,2025-02-01,K12,1,0.0,1.0,high
PKM-026,2025-02-01,K13,1,0.342,1.342,high
PKM-026,2025-02-01,K14,1,0.293,1.293,high
PKM-026,2025-02-01,K15,1,0.45,1.45,high
PKM-026,2025-03-01,K01,1,0.0,1.0,high
PKM-026,2025-03-01,K02,4,0.663,4.663,high
PKM-026,2025-03-01,K03,0,0.643,0.643,high
PKM-026,2025-03-01,K05,3,0.0,3.0,high
PKM-026,2025-03-01,K12,2,0.0,2.0,high
PKM-026,2025-03-01,K13,1,1.029,2.029,high
PKM-026,2025-03-01,K15,2,0.0,2.0,high
PKM-026,2025-04-01,K01,1,0.0,1.0,high
PKM-026,2025-04-01,K02,1,0.692,1.692,high
PKM-026,2025-04-01,K03,1,1.24,2.24,high
PKM-026,2025-04-01,K05,2,0.0,2.0,high
PKM-026,2025-04-01,K06,1,0.0,1.0,high
PKM-026,2025-04-01,K07,0,0.523,0.523,high
PKM-026,2025-04-01,K11,1,0.0,1.0,high
PKM-026,2025-04-01,K13,2,0.0,2.0,high
PKM-026,2025-04-01,K14,1,0.0,1.0,high
PKM-026,2025-04-01,K16,1,0.0,1.0,high
PKM-026,2025-05-01,K01,0,0.424,0.424,high
PKM-026,2025-05-01,K02,3,0.0,3.0,high
PKM-026,2025-05-01,K06,0,0.784,0.784,high
PKM-026,2025-05-01,K11,0,0.324,0.324,high
PKM-026,2025-05-01,K13,2,0.0,2.0,high
PKM-026,2025-05-01,K14,1,0.0,1.0,high
PKM-026,2025-05-01,K16,1,0.0,1.0,high
PKM-026,2025-06-01,K02,1,0.0,1.0,high
PKM-026,2025-06-01,K05,1,0.0,1.0,high
PKM-026,2025-06-01,K06,2,0.0,2.0,high
PKM-026,2025-06-01,K11,1,0.0,1.0,high
PKM-026,2025-06-01,K12,0,0.716,0.716,high
PKM-026,2025-06-01,K14,2,0.0,2.0,high
PKM-026,2025-07-01,K02,2,1.926,3.926,high
PKM-026,2025-07-01,K03,1,0.0,1.0,high
PKM-026,2025-07-01,K04,1,0.0,1.0,high
PKM-026,2025-07-01,K06,2,0.0,2.0,high
PKM-026,2025-07-01,K08,1,0.0,1.0,high
PKM-026,2025-07-01,K11,1,0.255,1.255,high
PKM-026,2025-07-01,K13,1,0.0,1.0,high
PKM-026,2025-07-01,K14,5,0.0,5.0,high
PKM-026,2025-07-01,K15,2,0.0,2.0,high
PKM-026,2025-08-01,K02,2,0.0,2.0,high
PKM-026,2025-08-01,K03,2,0.0,2.0,high
PKM-026,2025-08-01,K04,1,0.0,1.0,high
PKM-026,2025-08-01,K06,1,0.0,1.0,high
PKM-026,2025-08-01,K11,3,0.0,3.0,high
PKM-026,2025-08-01,K14,3,0.0,3.0,high
PKM-026,2025-08-01,K16,2,0.0,2.0,high
PKM-026,2025-09-01,K02,1,0.956,1.956,high
PKM-026,2025-09-01,K03,2,0.998,2.998,high
PKM-026,2025-09-01,K04,1,0.0,1.0,high
PKM-026,2025-09-01,K11,2,0.0,2.0,high
PKM-026,2025-09-01,K12,1,0.34,1.34,high
PKM-026,2025-09-01,K13,2,0.0,2.0,high
PKM-026,2025-09-01,K15,2,0.3,2.3,high
PKM-026,2025-09-01,K16,1,0.0,1.0,high
PKM-026,2025-10-01,K02,4,0.998,4.998,high
PKM-026,2025-10-01,K05,0,0.823,0.823,high
PKM-026,2025-10-01,K11,2,0.0,2.0,high
PKM-026,2025-10-01,K12,1,0.0,1.0,high
PKM-026,2025-10-01,K14,1,0.0,1.0,high
PKM-026,2025-10-01,K15,2,0.0,2.0,high
PKM-026,2025-11-01,K01,1,0.0,1.0,high
PKM-026,2025-11-01,K02,0,1.889,1.889,high
PKM-026,2025-11-01,K03,0,0.322,0.322,high
PKM-026,2025-11-01,K05,1,0.501,1.501,high
PKM-026,2025-11-01,K06,2,0.4,2.4,high
PKM-026,2025-11-01,K07,1,0.0,1.0,high
PKM-026,2025-11-01,K11,2,0.0,2.0,high
PKM-026,2025-11-01,K12,2,0.0,2.0,high
PKM-026,2025-11-01,K13,1,0.515,1.515,high
PKM-026,2025-12-01,K02,1,0.0,1.0,high
PKM-026,2025-12-01,K03,0,0.998,0.998,high
PKM-026,2025-12-01,K04,1,0.0,1.0,high
PKM-026,2025-12-01,K07,1,0.0,1.0,high
PKM-026,2025-12-01,K10,1,0.0,1.0,high
PKM-026,2025-12-01,K12,1,0.0,1.0,high
PKM-026,2025-12-01,K13,1,0.0,1.0,high
PKM-026,2025-12-01,K14,1,0.0,1.0,high
PKM-027,2023-01-01,K01,5,0.0,5.0,high
PKM-027,2023-01-01,K02,1,0.0,1.0,high
PKM-027,2023-01-01,K03,2,0.0,2.0,high
PKM-027,2023-01-01,K05,2,0.0,2.0,high
PKM-027,2023-01-01,K13,1,0.0,1.0,high
PKM-027,2023-02-01,K01,2,0.0,2.0,high
PKM-027,2023-02-01,K03,1,0.0,1.0,high
PKM-027,2023-02-01,K04,2,0.0,2.0,high
PKM-027,2023-02-01,K05,2,0.0,2.0,high
PKM-027,2023-02-01,K11,3,0.0,3.0,high
PKM-027,2023-02-01,K13,1,0.0,1.0,high
PKM-027,2023-03-01,K01,4,0.0,4.0,high
PKM-027,2023-03-01,K02,1,0.0,1.0,high
PKM-027,2023-03-01,K05,1,0.0,1.0,high
PKM-027,2023-03-01,K12,1,0.0,1.0,high
PKM-027,2023-03-01,K13,1,0.0,1.0,high
PKM-027,2023-03-01,K16,1,0.0,1.0,high
PKM-027,2023-04-01,K04,1,0.0,1.0,high
PKM-027,2023-04-01,K11,1,0.0,1.0,high
PKM-027,2023-04-01,K13,1,0.0,1.0,high
PKM-027,2023-04-01,K14,1,0.0,1.0,high
PKM-027,2023-04-01,K15,2,0.0,2.0,high
PKM-027,2023-05-01,K01,4,0.0,4.0,high
PKM-027,2023-05-01,K02,2,0.0,2.0,high
PKM-027,2023-05-01,K06,1,0.0,1.0,high
PKM-027,2023-06-01,K01,3,0.0,3.0,high
PKM-027,2023-06-01,K02,5,0.0,5.0,high
PKM-027,2023-06-01,K04,1,0.0,1.0,high
PKM-027,2023-06-01,K05,2,0.0,2.0,high
PKM-027,2023-06-01,K06,2,0.0,2.0,high
PKM-027,2023-06-01,K11,1,0.0,1.0,high
PKM-027,2023-06-01,K12,1,0.0,1.0,high
PKM-027,2023-07-01,K01,2,0.0,2.0,high
PKM-027,2023-07-01,K02,1,0.0,1.0,high
PKM-027,2023-07-01,K03,1,0.0,1.0,high
PKM-027,2023-07-01,K13,2,0.0,2.0,high
PKM-027,2023-07-01,K14,1,0.0,1.0,high
PKM-027,2023-07-01,K16,1,0.0,1.0,high
PKM-027,2023-08-01,K01,1,0.0,1.0,high
PKM-027,2023-08-01,K02,1,0.0,1.0,high
PKM-027,2023-08-01,K06,1,0.0,1.0,high
PKM-027,2023-08-01,K15,1,0.0,1.0,high
PKM-027,2023-09-01,K01,1,0.0,1.0,high
PKM-027,2023-09-01,K06,1,0.0,1.0,high
PKM-027,2023-09-01,K11,1,0.0,1.0,high
PKM-027,2023-09-01,K13,1,0.0,1.0,high
PKM-027,2023-09-01,K14,2,0.0,2.0,high
PKM-027,2023-09-01,K15,2,0.0,2.0,high
PKM-027,2023-10-01,K01,5,0.0,5.0,high
PKM-027,2023-10-01,K02,2,0.0,2.0,high
PKM-027,2023-10-01,K05,1,0.0,1.0,high
PKM-027,2023-10-01,K06,2,0.0,2.0,high
PKM-027,2023-10-01,K11,2,0.0,2.0,high
PKM-027,2023-10-01,K12,1,0.0,1.0,high
PKM-027,2023-10-01,K13,1,0.0,1.0,high
PKM-027,2023-10-01,K14,1,0.0,1.0,high
PKM-027,2023-10-01,K15,1,0.0,1.0,high
PKM-027,2023-11-01,K01,3,0.0,3.0,high
PKM-027,2023-11-01,K02,1,0.0,1.0,high
PKM-027,2023-11-01,K06,1,0.0,1.0,high
PKM-027,2023-11-01,K13,1,0.0,1.0,high
PKM-027,2023-11-01,K15,2,0.0,2.0,high
PKM-027,2023-11-01,K16,2,0.0,2.0,high
PKM-027,2023-12-01,K01,4,0.0,4.0,high
PKM-027,2023-12-01,K02,4,0.0,4.0,high
PKM-027,2023-12-01,K04,2,0.0,2.0,high
PKM-027,2023-12-01,K05,2,0.0,2.0,high
PKM-027,2023-12-01,K11,1,0.0,1.0,high
PKM-027,2023-12-01,K14,1,0.0,1.0,high
PKM-027,2023-12-01,K15,1,0.0,1.0,high
PKM-027,2024-01-01,K01,1,0.0,1.0,high
PKM-027,2024-01-01,K11,2,0.0,2.0,high
PKM-027,2024-02-01,K01,4,0.0,4.0,high
PKM-027,2024-02-01,K02,2,0.0,2.0,high
PKM-027,2024-02-01,K11,1,0.0,1.0,high
PKM-027,2024-02-01,K13,1,0.0,1.0,high
PKM-027,2024-02-01,K14,2,0.0,2.0,high
PKM-027,2024-02-01,K15,1,0.0,1.0,high
PKM-027,2024-02-01,K16,1,0.0,1.0,high
PKM-027,2024-03-01,K01,2,0.0,2.0,high
PKM-027,2024-03-01,K02,3,0.0,3.0,high
PKM-027,2024-03-01,K03,1,0.0,1.0,high
PKM-027,2024-03-01,K04,1,0.0,1.0,high
PKM-027,2024-03-01,K11,1,0.0,1.0,high
PKM-027,2024-03-01,K13,3,0.0,3.0,high
PKM-027,2024-03-01,K14,2,0.0,2.0,high
PKM-027,2024-04-01,K01,1,0.0,1.0,high
PKM-027,2024-04-01,K05,1,0.0,1.0,high
PKM-027,2024-04-01,K09,1,0.0,1.0,high
PKM-027,2024-04-01,K12,1,0.0,1.0,high
PKM-027,2024-04-01,K13,2,0.0,2.0,high
PKM-027,2024-04-01,K15,1,0.0,1.0,high
PKM-027,2024-05-01,K01,1,0.0,1.0,high
PKM-027,2024-05-01,K03,1,0.0,1.0,high
PKM-027,2024-05-01,K05,1,0.0,1.0,high
PKM-027,2024-06-01,K01,3,0.0,3.0,high
PKM-027,2024-06-01,K02,1,0.0,1.0,high
PKM-027,2024-06-01,K11,1,0.0,1.0,high
PKM-027,2024-06-01,K12,1,0.0,1.0,high
PKM-027,2024-06-01,K13,2,0.0,2.0,high
PKM-027,2024-07-01,K01,2,0.0,2.0,high
PKM-027,2024-07-01,K04,1,0.0,1.0,high
PKM-027,2024-07-01,K05,3,0.0,3.0,high
PKM-027,2024-07-01,K11,1,0.0,1.0,high
PKM-027,2024-07-01,K13,1,0.0,1.0,high
PKM-027,2024-07-01,K16,1,0.0,1.0,high
PKM-027,2024-08-01,K01,2,0.0,2.0,high
PKM-027,2024-08-01,K02,1,0.0,1.0,high
PKM-027,2024-08-01,K11,1,0.0,1.0,high
PKM-027,2024-08-01,K13,1,0.0,1.0,high
PKM-027,2024-08-01,K14,1,0.0,1.0,high
PKM-027,2024-08-01,K16,2,0.0,2.0,high
PKM-027,2024-09-01,K05,1,0.0,1.0,high
PKM-027,2024-09-01,K09,1,0.0,1.0,high
PKM-027,2024-09-01,K11,1,0.0,1.0,high
PKM-027,2024-09-01,K13,1,0.0,1.0,high
PKM-027,2024-09-01,K14,2,0.0,2.0,high
PKM-027,2024-09-01,K15,1,0.0,1.0,high
PKM-027,2024-09-01,K16,2,0.0,2.0,high
PKM-027,2024-10-01,K02,2,0.0,2.0,high
PKM-027,2024-10-01,K05,1,0.0,1.0,high
PKM-027,2024-10-01,K07,1,0.0,1.0,high
PKM-027,2024-10-01,K11,1,0.0,1.0,high
PKM-027,2024-10-01,K12,2,0.0,2.0,high
PKM-027,2024-10-01,K13,1,0.0,1.0,high
PKM-027,2024-10-01,K15,1,0.0,1.0,high
PKM-027,2024-10-01,K16,1,0.0,1.0,high
PKM-027,2024-11-01,K01,2,0.0,2.0,high
PKM-027,2024-11-01,K02,2,0.0,2.0,high
PKM-027,2024-11-01,K05,1,0.0,1.0,high
PKM-027,2024-11-01,K13,1,0.0,1.0,high
PKM-027,2024-11-01,K15,1,0.0,1.0,high
PKM-027,2024-12-01,K01,1,0.0,1.0,high
PKM-027,2024-12-01,K02,1,0.0,1.0,high
PKM-027,2024-12-01,K03,1,0.0,1.0,high
PKM-027,2024-12-01,K04,1,0.0,1.0,high
PKM-027,2024-12-01,K06,1,0.0,1.0,high
PKM-027,2024-12-01,K14,1,0.0,1.0,high
PKM-027,2024-12-01,K15,2,0.0,2.0,high
PKM-027,2024-12-01,K16,1,0.0,1.0,high
PKM-027,2025-01-01,K01,4,0.996,4.996,high
PKM-027,2025-01-01,K02,2,0.0,2.0,high
PKM-027,2025-01-01,K03,1,0.0,1.0,high
PKM-027,2025-01-01,K08,1,0.0,1.0,high
PKM-027,2025-01-01,K12,1,0.0,1.0,high
PKM-027,2025-01-01,K13,2,0.0,2.0,high
PKM-027,2025-02-01,K01,15,0.606,15.606,high
PKM-027,2025-02-01,K02,2,0.0,2.0,high
PKM-027,2025-02-01,K03,1,0.0,1.0,high
PKM-027,2025-02-01,K05,0,0.823,0.823,high
PKM-027,2025-02-01,K10,1,0.0,1.0,high
PKM-027,2025-02-01,K11,4,0.371,4.371,high
PKM-027,2025-02-01,K12,1,0.0,1.0,high
PKM-027,2025-03-01,K01,10,1.385,11.385,high
PKM-027,2025-03-01,K02,0,0.663,0.663,high
PKM-027,2025-03-01,K03,1,0.0,1.0,high
PKM-027,2025-03-01,K08,1,0.0,1.0,high
PKM-027,2025-03-01,K11,1,0.324,1.324,high
PKM-027,2025-03-01,K13,1,0.0,1.0,high
PKM-027,2025-03-01,K14,3,0.0,3.0,high
PKM-027,2025-04-01,K03,0,0.25,0.25,high
PKM-027,2025-04-01,K06,3,0.0,3.0,high
PKM-027,2025-04-01,K11,2,0.0,2.0,high
PKM-027,2025-04-01,K13,1,0.4,1.4,high
PKM-027,2025-04-01,K14,0,0.627,0.627,high
PKM-027,2025-05-01,K01,0,0.951,0.951,high
PKM-027,2025-05-01,K02,2,0.272,2.272,high
PKM-027,2025-05-01,K05,1,0.0,1.0,high
PKM-027,2025-05-01,K10,1,0.0,1.0,high
PKM-027,2025-05-01,K11,1,0.0,1.0,high
PKM-027,2025-05-01,K13,1,0.0,1.0,high
PKM-027,2025-06-01,K01,3,0.0,3.0,high
PKM-027,2025-06-01,K02,1,0.997,1.997,high
PKM-027,2025-06-01,K16,1,0.0,1.0,high
PKM-027,2025-07-01,K01,1,0.0,1.0,high
PKM-027,2025-07-01,K02,1,0.998,1.998,high
PKM-027,2025-07-01,K04,1,0.0,1.0,high
PKM-027,2025-07-01,K06,1,0.0,1.0,high
PKM-027,2025-07-01,K09,1,0.0,1.0,high
PKM-027,2025-07-01,K11,1,0.0,1.0,high
PKM-027,2025-07-01,K13,1,0.0,1.0,high
PKM-027,2025-07-01,K14,1,0.0,1.0,high
PKM-027,2025-08-01,K01,1,0.0,1.0,high
PKM-027,2025-08-01,K02,2,0.523,2.523,high
PKM-027,2025-08-01,K06,0,0.784,0.784,high
PKM-027,2025-08-01,K10,1,0.0,1.0,high
PKM-027,2025-08-01,K14,1,0.0,1.0,high
PKM-027,2025-09-01,K01,3,0.0,3.0,high
PKM-027,2025-09-01,K02,2,1.465,3.465,high
PKM-027,2025-09-01,K03,1,0.353,1.353,high
PKM-027,2025-09-01,K04,1,0.0,1.0,high
PKM-027,2025-09-01,K14,1,0.0,1.0,high
PKM-027,2025-10-01,K01,2,0.0,2.0,high
PKM-027,2025-10-01,K02,2,0.0,2.0,high
PKM-027,2025-10-01,K03,1,0.0,1.0,high
PKM-027,2025-10-01,K04,1,0.0,1.0,high
PKM-027,2025-10-01,K11,1,0.0,1.0,high
PKM-027,2025-10-01,K14,1,0.0,1.0,high
PKM-027,2025-10-01,K16,1,0.0,1.0,high
PKM-027,2025-11-01,K01,1,0.0,1.0,high
PKM-027,2025-11-01,K03,1,0.0,1.0,high
PKM-027,2025-11-01,K05,1,0.0,1.0,high
PKM-027,2025-11-01,K09,1,0.0,1.0,high
PKM-027,2025-11-01,K13,1,0.0,1.0,high
PKM-027,2025-12-01,K01,2,0.0,2.0,high
PKM-027,2025-12-01,K02,3,0.0,3.0,high
PKM-027,2025-12-01,K03,0,0.322,0.322,high
PKM-027,2025-12-01,K05,1,0.0,1.0,high
PKM-027,2025-12-01,K11,1,0.0,1.0,high
PKM-027,2025-12-01,K13,1,0.515,1.515,high
PKM-027,2025-12-01,K15,1,0.0,1.0,high
PKM-027,2025-12-01,K16,1,0.0,1.0,high
PKM-028,2023-01-01,K01,5,0.0,5.0,high
PKM-028,2023-01-01,K02,2,0.0,2.0,high
PKM-028,2023-01-01,K03,1,0.0,1.0,high
PKM-028,2023-01-01,K11,1,0.0,1.0,high
PKM-028,2023-01-01,K13,1,0.0,1.0,high
PKM-028,2023-01-01,K14,1,0.0,1.0,high
PKM-028,2023-02-01,K01,13,0.0,13.0,high
